Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-1439.763409	154.3937993	-2507385.967	0.277859304	-37666.87587	52.63740408	-276695.8069	22.79116158	-17.36988283	-115905.9621
TCS	-1461.613321	155.0241138	-2524109.905	0.272630012	-37909.10681	52.8057551	-278497.238	22.83526963	-17.58571236	-116663.697
HDFC Bank	-1483.463232	155.6544283	-2540833.843	0.26740072	-38151.33775	52.97410612	-280298.6691	22.87937767	-17.8015419	-117421.4319
Bharti Airtel	-1505.313143	156.2847429	-2557557.78	0.262171429	-38393.56869	53.14245714	-282100.1001	22.92348571	-18.01737143	-118179.1669
ICICI Bank	-1527.163054	156.9150574	-2574281.718	0.256942137	-38635.79962	53.31080816	-283901.5312	22.96759376	-18.23320096	-118936.9018
St Bk of India	-1549.012965	157.5453719	-2591005.656	0.251712845	-38878.03056	53.47915918	-285702.9622	23.0117018	-18.44903049	-119694.6367
Life Insurance	-1570.862876	158.1756864	-2607729.593	0.246483553	-39120.2615	53.6475102	-287504.3933	23.05580984	-18.66486002	-120452.3716
Infosys	-1592.712788	158.806001	-2624453.531	0.241254262	-39362.49244	53.81586122	-289305.8243	23.09991789	-18.88068956	-121210.1065
Hind. Unilever	-1614.562699	159.4363155	-2641177.469	0.23602497	-39604.72338	53.98421224	-291107.2554	23.14402593	-19.09651909	-121967.8414
ITC	-1636.41261	160.06663	-2657901.406	0.230795678	-39846.95432	54.15256327	-292908.6865	23.18813397	-19.31234862	-122725.5764
Larsen & Toubro	-1658.262521	160.6969445	-2674625.344	0.225566387	-40089.18525	54.32091429	-294710.1175	23.23224202	-19.52817815	-123483.3113
Bajaj Finance	-1680.112432	161.3272591	-2691349.282	0.220337095	-40331.41619	54.48926531	-296511.5486	23.27635006	-19.74400768	-124241.0462
Maruti Suzuki	-1701.962343	161.9575736	-2708073.22	0.215107803	-40573.64713	54.65761633	-298312.9796	23.3204581	-19.95983721	-124998.7811
HCL Technologies	-1723.812255	162.5878881	-2724797.157	0.209878511	-40815.87807	54.82596735	-300114.4107	23.36456615	-20.17566675	-125756.516
Adani Enterprises	-1745.662166	163.2182026	-2741521.095	0.20464922	-41058.10901	54.99431837	-301915.8418	23.40867419	-20.39149628	-126514.2509
Hindustan Aeronautics	-1767.512077	163.8485172	-2758245.033	0.199419928	-41300.33995	55.16266939	-303717.2728	23.45278223	-20.60732581	-127271.9858
M & M	-1789.361988	164.4788317	-2774968.97	0.194190636	-41542.57088	55.33102041	-305518.7039	23.49689028	-20.82315534	-128029.7208
Axis Bank	-1811.211899	165.1091462	-2791692.908	0.188961345	-41784.80182	55.49937143	-307320.1349	23.54099832	-21.03898487	-128787.4557
Sun Pharma. Inds.	-1833.06181	165.7394607	-2808416.846	0.183732053	-42027.03276	55.66772245	-309121.566	23.58510636	-21.25481441	-129545.1906
Tata Motors	-1854.911721	166.3697753	-2825140.783	0.178502761	-42269.2637	55.83607347	-310922.997	23.62921441	-21.47064394	-130302.9255
NTPC	-1876.761633	167.0000898	-2841864.721	0.173273469	-42511.49464	56.00442449	-312724.4281	23.67332245	-21.68647347	-131060.6604
ONGC	-1898.611544	167.6304043	-2858588.659	0.168044178	-42753.72558	56.17277551	-314525.8592	23.71743049	-21.902303	-131818.3953
Kotak Mahindra Bank	-1920.461455	168.2607188	-2875312.596	0.162814886	-42995.95651	56.34112653	-316327.2902	23.76153854	-22.11813253	-132576.1303
Avenue Supermarts	-1942.311366	168.8910334	-2892036.534	0.157585594	-43238.18745	56.50947755	-318128.7213	23.80564658	-22.33396206	-133333.8652
UltraTech Cement	-1964.161277	169.5213479	-2908760.472	0.152356303	-43480.41839	56.67782857	-319930.1523	23.84975462	-22.5497916	-134091.6001
Titan Company	-1986.011188	170.1516624	-2925484.409	0.147127011	-43722.64933	56.84617959	-321731.5834	23.89386267	-22.76562113	-134849.335
Adani Ports	-2007.8611	170.781977	-2942208.347	0.141897719	-43964.88027	57.01453061	-323533.0145	23.93797071	-22.98145066	-135607.0699
Power Grid Corporation	-2029.711011	171.4122915	-2958932.285	0.136668427	-44207.1112	57.18288163	-325334.4455	23.98207875	-23.19728019	-136364.8048
Coal India	-2051.560922	172.042606	-2975656.222	0.131439136	-44449.34214	57.35123265	-327135.8766	24.02618679	-23.41310972	-137122.5398
Tata Steel	-2073.410833	172.6729205	-2992380.16	0.126209844	-44691.57308	57.51958367	-328937.3076	24.07029484	-23.62893926	-137880.2747
JSW Steel	-2095.260744	173.3032351	-3009104.098	0.120980552	-44933.80402	57.68793469	-330738.7387	24.11440288	-23.84476879	-138638.0096
HDFC Life Insurance	-2117.110655	173.9335496	-3025828.035	0.115751261	-45176.03496	57.85628571	-332540.1697	24.15851092	-24.06059832	-139395.7445
Tech Mahindra	-2138.960567	174.5638641	-3042551.973	0.110521969	-45418.2659	58.02463673	-334341.6008	24.20261897	-24.27642785	-140153.4794
SBI Life Insurance	-2160.810478	175.1941786	-3059275.911	0.105292677	-45660.49683	58.19298776	-336143.0319	24.24672701	-24.49225738	-140911.2143
Grasim Industries	-2182.660389	175.8244932	-3075999.848	0.100063385	-45902.72777	58.36133878	-337944.4629	24.29083505	-24.70808691	-141668.9492
Wipro	-2204.5103	176.4548077	-3092723.786	0.094834094	-46144.95871	58.5296898	-339745.894	24.3349431	-24.92391645	-142426.6842
Divi's Laboratories	-2226.360211	177.0851222	-3109447.724	0.089604802	-46387.18965	58.69804082	-341547.325	24.37905114	-25.13974598	-143184.4191
Hero MotoCorp	-2248.210122	177.7154367	-3126171.661	0.08437551	-46629.42059	58.86639184	-343348.7561	24.42315918	-25.35557551	-143942.154
Cipla	-2270.060034	178.3457513	-3142895.599	0.079146218	-46871.65153	59.03474286	-345150.1872	24.46726723	-25.57140504	-144699.8889
Britannia Industries	-2291.909945	178.9760658	-3159619.537	0.073916927	-47113.88246	59.20309388	-346951.6182	24.51137527	-25.78723457	-145457.6238
Dabur India	-2313.759856	179.6063803	-3176343.474	0.068687635	-47356.1134	59.3714449	-348753.0493	24.55548331	-26.00306411	-146215.3587
Adani Green Energy	-2335.609767	180.2366948	-3193067.412	0.063458343	-47598.34434	59.53979592	-350554.4803	24.59959136	-26.21889364	-146973.0937
SBI Cards & Payment	-2357.459678	180.8670094	-3209791.35	0.058229052	-47840.57528	59.70814694	-352355.9114	24.6436994	-26.43472317	-147730.8286
Bajaj Finserv	-2379.309589	181.4973239	-3226515.287	0.05299976	-48082.80622	59.87649796	-354157.3424	24.68780744	-26.6505527	-148488.5635
Ambuja Cements	-2401.159501	182.1276384	-3243239.225	0.047770468	-48325.03716	60.04484898	-355958.7735	24.73191549	-26.86638223	-149246.2984
Dr. Reddy's Lab	-2423.009412	182.7579529	-3259963.163	0.042541176	-48567.26809	60.2132	-357760.2046	24.77602353	-27.08221176	-150004.0333
Vedanta	-2444.859323	183.3882675	-3276687.1	0.037311885	-48809.49903	60.38155102	-359561.6356	24.82013157	-27.2980413	-150761.7682
Apollo Hospitals	-2466.709234	184.018582	-3293411.038	0.032082593	-49051.72997	60.54990204	-361363.0667	24.86423962	-27.51387083	-151519.5031
Bank of Baroda	-2488.559145	184.6488965	-3310134.976	0.026853301	-49293.96091	60.71825306	-363164.4977	24.90834766	-27.72970036	-152277.2381
Eicher Motors	-2510.409056	185.279211	-3326858.913	0.02162401	-49536.19185	60.88660408	-364965.9288	24.9524557	-27.94552989	-153034.973
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-2532.258968	185.9095256	-3343582.851	0.016394718	-49778.42279	61.0549551	-366767.3599	24.99656375	-28.16135942	-153792.7079
TCS	-2554.108879	186.5398401	-3360306.789	0.011165426	-50020.65372	61.22330612	-368568.7909	25.04067179	-28.37718896	-154550.4428
HDFC Bank	-2575.95879	187.1701546	-3377030.726	0.005936134	-50262.88466	61.39165714	-370370.222	25.08477983	-28.59301849	-155308.1777
Bharti Airtel	-2597.808701	187.8004691	-3393754.664	0.000706843	-50505.1156	61.56000816	-372171.653	25.12888788	-28.80884802	-156065.9126
ICICI Bank	-2619.658612	188.4307837	-3410478.602	-0.004522449	-50747.34654	61.72835918	-373973.0841	25.17299592	-29.02467755	-156823.6476
St Bk of India	-2641.508523	189.0610982	-3427202.539	-0.009751741	-50989.57748	61.8967102	-375774.5151	25.21710396	-29.24050708	-157581.3825
Life Insurance	-2663.358435	189.6914127	-3443926.477	-0.014981032	-51231.80842	62.06506122	-377575.9462	25.261212	-29.45633661	-158339.1174
Infosys	-2685.208346	190.3217273	-3460650.415	-0.020210324	-51474.03935	62.23341224	-379377.3773	25.30532005	-29.67216615	-159096.8523
Hind. Unilever	-2707.058257	190.9520418	-3477374.352	-0.025439616	-51716.27029	62.40176327	-381178.8083	25.34942809	-29.88799568	-159854.5872
ITC	-2728.908168	191.5823563	-3494098.29	-0.030668908	-51958.50123	62.57011429	-382980.2394	25.39353613	-30.10382521	-160612.3221
Larsen & Toubro	-2750.758079	192.2126708	-3510822.228	-0.035898199	-52200.73217	62.73846531	-384781.6704	25.43764418	-30.31965474	-161370.0571
Bajaj Finance	-2772.60799	192.8429854	-3527546.165	-0.041127491	-52442.96311	62.90681633	-386583.1015	25.48175222	-30.53548427	-162127.792
Maruti Suzuki	-2794.457902	193.4732999	-3544270.103	-0.046356783	-52685.19405	63.07516735	-388384.5326	25.52586026	-30.75131381	-162885.5269
HCL Technologies	-2816.307813	194.1036144	-3560994.041	-0.051586074	-52927.42498	63.24351837	-390185.9636	25.56996831	-30.96714334	-163643.2618
Adani Enterprises	-2838.157724	194.7339289	-3577717.978	-0.056815366	-53169.65592	63.41186939	-391987.3947	25.61407635	-31.18297287	-164400.9967
Hindustan Aeronautics	-2860.007635	195.3642435	-3594441.916	-0.062044658	-53411.88686	63.58022041	-393788.8257	25.65818439	-31.3988024	-165158.7316
M & M	-2881.857546	195.994558	-3611165.854	-0.06727395	-53654.1178	63.74857143	-395590.2568	25.70229244	-31.61463193	-165916.4665
Axis Bank	-2903.707457	196.6248725	-3627889.791	-0.072503241	-53896.34874	63.91692245	-397391.6878	25.74640048	-31.83046146	-166674.2015
Sun Pharma. Inds.	-2925.557369	197.255187	-3644613.729	-0.077732533	-54138.57967	64.08527347	-399193.1189	25.79050852	-32.046291	-167431.9364
Tata Motors	-2947.40728	197.8855016	-3661337.667	-0.082961825	-54380.81061	64.25362449	-400994.55	25.83461657	-32.26212053	-168189.6713
NTPC	-2969.257191	198.5158161	-3678061.604	-0.088191116	-54623.04155	64.42197551	-402795.981	25.87872461	-32.47795006	-168947.4062
ONGC	-2991.107102	199.1461306	-3694785.542	-0.093420408	-54865.27249	64.59032653	-404597.4121	25.92283265	-32.69377959	-169705.1411
Kotak Mahindra Bank	-3012.957013	199.7764451	-3711509.48	-0.0986497	-55107.50343	64.75867755	-406398.8431	25.9669407	-32.90960912	-170462.876
Avenue Supermarts	-3034.806924	200.4067597	-3728233.417	-0.103878992	-55349.73437	64.92702857	-408200.2742	26.01104874	-33.12543866	-171220.611
UltraTech Cement	-3056.656836	201.0370742	-3744957.355	-0.109108283	-55591.9653	65.09537959	-410001.7053	26.05515678	-33.34126819	-171978.3459
Titan Company	-3078.506747	201.6673887	-3761681.293	-0.114337575	-55834.19624	65.26373061	-411803.1363	26.09926483	-33.55709772	-172736.0808
Adani Ports	-3100.356658	202.2977032	-3778405.231	-0.119566867	-56076.42718	65.43208163	-413604.5674	26.14337287	-33.77292725	-173493.8157
Power Grid Corporation	-3122.206569	202.9280178	-3795129.168	-0.124796158	-56318.65812	65.60043265	-415405.9984	26.18748091	-33.98875678	-174251.5506
Coal India	-3144.05648	203.5583323	-3811853.106	-0.13002545	-56560.88906	65.76878367	-417207.4295	26.23158896	-34.20458631	-175009.2855
Tata Steel	-3165.906391	204.1886468	-3828577.044	-0.135254742	-56803.12	65.93713469	-419008.8605	26.275697	-34.42041585	-175767.0205
JSW Steel	-3187.756303	204.8189613	-3845300.981	-0.140484034	-57045.35093	66.10548571	-420810.2916	26.31980504	-34.63624538	-176524.7554
HDFC Life Insurance	-3209.606214	205.4492759	-3862024.919	-0.145713325	-57287.58187	66.27383673	-422611.7227	26.36391309	-34.85207491	-177282.4903
Tech Mahindra	-3231.456125	206.0795904	-3878748.857	-0.150942617	-57529.81281	66.44218776	-424413.1537	26.40802113	-35.06790444	-178040.2252
SBI Life Insurance	-3253.306036	206.7099049	-3895472.794	-0.156171909	-57772.04375	66.61053878	-426214.5848	26.45212917	-35.28373397	-178797.9601
Grasim Industries	-3275.155947	207.3402194	-3912196.732	-0.1614012	-58014.27469	66.7788898	-428016.0158	26.49623721	-35.49956351	-179555.695
Wipro	-3297.005858	207.970534	-3928920.67	-0.166630492	-58256.50563	66.94724082	-429817.4469	26.54034526	-35.71539304	-180313.4299
Divi's Laboratories	-3318.85577	208.6008485	-3945644.607	-0.171859784	-58498.73656	67.11559184	-431618.878	26.5844533	-35.93122257	-181071.1649
Hero MotoCorp	-3340.705681	209.231163	-3962368.545	-0.177089076	-58740.9675	67.28394286	-433420.309	26.62856134	-36.1470521	-181828.8998
Cipla	-3362.555592	209.8614776	-3979092.483	-0.182318367	-58983.19844	67.45229388	-435221.7401	26.67266939	-36.36288163	-182586.6347
Britannia Industries	-3384.405503	210.4917921	-3995816.42	-0.187547659	-59225.42938	67.6206449	-437023.1711	26.71677743	-36.57871116	-183344.3696
Dabur India	-3406.255414	211.1221066	-4012540.358	-0.192776951	-59467.66032	67.78899592	-438824.6022	26.76088547	-36.7945407	-184102.1045
Adani Green Energy	-3428.105325	211.7524211	-4029264.296	-0.198006242	-59709.89126	67.95734694	-440626.0332	26.80499352	-37.01037023	-184859.8394
SBI Cards & Payment	-3449.955236	212.3827357	-4045988.233	-0.203235534	-59952.12219	68.12569796	-442427.4643	26.84910156	-37.22619976	-185617.5744
Bajaj Finserv	-3471.805148	213.0130502	-4062712.171	-0.208464826	-60194.35313	68.29404898	-444228.8954	26.8932096	-37.44202929	-186375.3093
Ambuja Cements	-3493.655059	213.6433647	-4079436.109	-0.213694118	-60436.58407	68.4624	-446030.3264	26.93731765	-37.65785882	-187133.0442
Dr. Reddy's Lab	-3515.50497	214.2736792	-4096160.046	-0.218923409	-60678.81501	68.63075102	-447831.7575	26.98142569	-37.87368836	-187890.7791
Vedanta	-3537.354881	214.9039938	-4112883.984	-0.224152701	-60921.04595	68.79910204	-449633.1885	27.02553373	-38.08951789	-188648.514
Apollo Hospitals	-3559.204792	215.5343083	-4129607.922	-0.229381993	-61163.27689	68.96745306	-451434.6196	27.06964178	-38.30534742	-189406.2489
Bank of Baroda	-3581.054703	216.1646228	-4146331.859	-0.234611285	-61405.50782	69.13580408	-453236.0507	27.11374982	-38.52117695	-190163.9839
Eicher Motors	-3602.904615	216.7949373	-4163055.797	-0.239840576	-61647.73876	69.3041551	-455037.4817	27.15785786	-38.73700648	-190921.7188
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-3624.754526	217.4252519	-4179779.735	-0.245069868	-61889.9697	69.47250612	-456838.9128	27.20196591	-38.95283601	-191679.4537
TCS	-3646.604437	218.0555664	-4196503.672	-0.25029916	-62132.20064	69.64085714	-458640.3438	27.24607395	-39.16866555	-192437.1886
HDFC Bank	-3668.454348	218.6858809	-4213227.61	-0.255528451	-62374.43158	69.80920816	-460441.7749	27.29018199	-39.38449508	-193194.9235
Bharti Airtel	-3690.304259	219.3161954	-4229951.548	-0.260757743	-62616.66252	69.97755918	-462243.2059	27.33429004	-39.60032461	-193952.6584
ICICI Bank	-3712.15417	219.94651	-4246675.485	-0.265987035	-62858.89345	70.1459102	-464044.637	27.37839808	-39.81615414	-194710.3933
St Bk of India	-3734.004082	220.5768245	-4263399.423	-0.271216327	-63101.12439	70.31426122	-465846.0681	27.42250612	-40.03198367	-195468.1283
Life Insurance	-3755.853993	221.207139	-4280123.361	-0.276445618	-63343.35533	70.48261224	-467647.4991	27.46661417	-40.24781321	-196225.8632
Infosys	-3777.703904	221.8374535	-4296847.298	-0.28167491	-63585.58627	70.65096327	-469448.9302	27.51072221	-40.46364274	-196983.5981
Hind. Unilever	-3799.553815	222.4677681	-4313571.236	-0.286904202	-63827.81721	70.81931429	-471250.3612	27.55483025	-40.67947227	-197741.333
ITC	-3821.403726	223.0980826	-4330295.174	-0.292133493	-64070.04815	70.98766531	-473051.7923	27.5989383	-40.8953018	-198499.0679
Larsen & Toubro	-3843.253637	223.7283971	-4347019.111	-0.297362785	-64312.27908	71.15601633	-474853.2234	27.64304634	-41.11113133	-199256.8028
Bajaj Finance	-3865.103549	224.3587116	-4363743.049	-0.302592077	-64554.51002	71.32436735	-476654.6544	27.68715438	-41.32696086	-200014.5378
Maruti Suzuki	-3886.95346	224.9890262	-4380466.987	-0.307821369	-64796.74096	71.49271837	-478456.0855	27.73126242	-41.5427904	-200772.2727
HCL Technologies	-3908.803371	225.6193407	-4397190.924	-0.31305066	-65038.9719	71.66106939	-480257.5165	27.77537047	-41.75861993	-201530.0076
Adani Enterprises	-3930.653282	226.2496552	-4413914.862	-0.318279952	-65281.20284	71.82942041	-482058.9476	27.81947851	-41.97444946	-202287.7425
Hindustan Aeronautics	-3952.503193	226.8799697	-4430638.8	-0.323509244	-65523.43377	71.99777143	-483860.3786	27.86358655	-42.19027899	-203045.4774
M & M	-3974.353104	227.5102843	-4447362.737	-0.328738535	-65765.66471	72.16612245	-485661.8097	27.9076946	-42.40610852	-203803.2123
Axis Bank	-3996.203016	228.1405988	-4464086.675	-0.333967827	-66007.89565	72.33447347	-487463.2408	27.95180264	-42.62193806	-204560.9472
Sun Pharma. Inds.	-4018.052927	228.7709133	-4480810.613	-0.339197119	-66250.12659	72.50282449	-489264.6718	27.99591068	-42.83776759	-205318.6822
Tata Motors	-4039.902838	229.4012279	-4497534.55	-0.344426411	-66492.35753	72.67117551	-491066.1029	28.04001873	-43.05359712	-206076.4171
NTPC	-4061.752749	230.0315424	-4514258.488	-0.349655702	-66734.58847	72.83952653	-492867.5339	28.08412677	-43.26942665	-206834.152
ONGC	-4083.60266	230.6618569	-4530982.426	-0.354884994	-66976.8194	73.00787755	-494668.965	28.12823481	-43.48525618	-207591.8869
Kotak Mahindra Bank	-4105.452571	231.2921714	-4547706.363	-0.360114286	-67219.05034	73.17622857	-496470.3961	28.17234286	-43.70108571	-208349.6218
Avenue Supermarts	-4127.302483	231.922486	-4564430.301	-0.365343577	-67461.28128	73.34457959	-498271.8271	28.2164509	-43.91691525	-209107.3567
UltraTech Cement	-4149.152394	232.5528005	-4581154.239	-0.370572869	-67703.51222	73.51293061	-500073.2582	28.26055894	-44.13274478	-209865.0917
Titan Company	-4171.002305	233.183115	-4597878.176	-0.375802161	-67945.74316	73.68128163	-501874.6892	28.30466699	-44.34857431	-210622.8266
Adani Ports	-4192.852216	233.8134295	-4614602.114	-0.381031453	-68187.9741	73.84963265	-503676.1203	28.34877503	-44.56440384	-211380.5615
Power Grid Corporation	-4214.702127	234.4437441	-4631326.052	-0.386260744	-68430.20503	74.01798367	-505477.5513	28.39288307	-44.78023337	-212138.2964
Coal India	-4236.552038	235.0740586	-4648049.989	-0.391490036	-68672.43597	74.18633469	-507278.9824	28.43699112	-44.99606291	-212896.0313
Tata Steel	-4258.40195	235.7043731	-4664773.927	-0.396719328	-68914.66691	74.35468571	-509080.4135	28.48109916	-45.21189244	-213653.7662
JSW Steel	-4280.251861	236.3346876	-4681497.865	-0.401948619	-69156.89785	74.52303673	-510881.8445	28.5252072	-45.42772197	-214411.5012
HDFC Life Insurance	-4302.101772	236.9650022	-4698221.802	-0.407177911	-69399.12879	74.69138776	-512683.2756	28.56931525	-45.6435515	-215169.2361
Tech Mahindra	-4323.951683	237.5953167	-4714945.74	-0.412407203	-69641.35973	74.85973878	-514484.7066	28.61342329	-45.85938103	-215926.971
SBI Life Insurance	-4345.801594	238.2256312	-4731669.678	-0.417636495	-69883.59066	75.0280898	-516286.1377	28.65753133	-46.07521056	-216684.7059
Grasim Industries	-4367.651505	238.8559457	-4748393.615	-0.422865786	-70125.8216	75.19644082	-518087.5688	28.70163938	-46.2910401	-217442.4408
Wipro	-4389.501417	239.4862603	-4765117.553	-0.428095078	-70368.05254	75.36479184	-519888.9998	28.74574742	-46.50686963	-218200.1757
Divi's Laboratories	-4411.351328	240.1165748	-4781841.491	-0.43332437	-70610.28348	75.53314286	-521690.4309	28.78985546	-46.72269916	-218957.9106
Hero MotoCorp	-4433.201239	240.7468893	-4798565.429	-0.438553661	-70852.51442	75.70149388	-523491.8619	28.83396351	-46.93852869	-219715.6456
Cipla	-4455.05115	241.3772038	-4815289.366	-0.443782953	-71094.74536	75.8698449	-525293.293	28.87807155	-47.15435822	-220473.3805
Britannia Industries	-4476.901061	242.0075184	-4832013.304	-0.449012245	-71336.97629	76.03819592	-527094.724	28.92217959	-47.37018776	-221231.1154
Dabur India	-4498.750972	242.6378329	-4848737.242	-0.454241537	-71579.20723	76.20654694	-528896.1551	28.96628764	-47.58601729	-221988.8503
